content,content_stem,score,target
Good and very quick delivery,good  quick  delivery,4,0
"Always a smooth and happy deal in Shoppe. Definitely the best shopping site in Singapore. Secure for buyer and seller. Our money is safe till we satisfy with our purchase. Shopee delivery processing is fast and prompt. That's the most buyer satisfaction. Should you require for refund due to unsatisfactory purchase. They will be there to help, you are not alone. Wonderful experience in Shopee purchase. Cheers!","always  smooth  happy  deal  shoppe.  definitely  best  shopping  site  singapore.  secure  buyer  seller.  money  safe  till  satisfy  purchase.  delivery  processing  fast  prompt.  that's  buyer  satisfaction.  require  refund  due  unsatisfactory  purchase.  help,  alone.  wonderful  experience  purchase.  cheers!",5,0
"User unfriendly. Always lags. Especially when typing during rating, followed by app stopped. Device's Back button sometimes not working; need to use app's Back button. The app is VERY unresponsive. Happening for a long time already despite multiple updates. Lazada better. Now vouchers are limited to ShopeePay only, which forces user to ShopeePay. Charge $1 admin fee (that's 100 shopee coins) if topped up with credit/debit cards. ABSOLUTELY contradicting. Creating more gates to charge more.","user  unfriendly.  always  lags.  especially  typing  rating,  followed  stopped.  device's  back  button  sometimes  working;  need  use  app's  back  button.  unresponsive.  happening  long  time  already  despite  multiple  updates.  lazada  better.  vouchers  limited  shopeepay  only,  forces  user  shopeepay.  charge  $1  admin  fee  (that's  100  coins)  topped  credit/debit  cards.  absolutely  contradicting.  creating  gates  charge  more.",1,1
"Used to love it but the home page doesn't load anymore so how can I access anything else right?? Plus every time I click on something, it doesn't load.","used  love  home  page  load  anymore  access  anything  else  right??  plus  every  time  click  something,  load.",2,1
"Frustrated with app closing by itself, losing game chances etc. Back button not working on android, and once a problem is resolved, another bug appears. Why do they bother with so many gimmicks but sacrifice UX. Now shipping costs $0.60 unless you spend $20 min. Ok for things that are more expensive, but items that are less than $1? Forget it. Not purchasing. Collection points are also few and far away. You should ramp up number of collection pts before you start charging for shipping.","frustrated  closing  itself,  losing  game  chances  etc.  back  button  working  android,  problem  resolved,  another  bug  appears.  bother  many  gimmicks  sacrifice  ux.  shipping  costs  $0.60  unless  spend  $20  min.  ok  things  expensive,  less  $1?  forget  it.  purchasing.  collection  points  also  far  away.  ramp  number  collection  pts  start  charging  shipping.",2,1
Hope to see more discount. Apps appeared too be lagging. Dont like it when the page kept refresh by itself when im viewing at the products at Home page,hope  see  discount.  apps  appeared  lagging.  dont  like  page  kept  refresh  im  viewing  products  home  page,3,1
"Used this for years for many purchase, but suddenly i cannot buy, the button didn't work, and my address is gone asking me to enter again","used  years  many  purchase,  suddenly  cannot  buy,  button  work,  address  gone  asking  enter",1,1
Sheldom use this app,sheldom  use,3,1
"Fast and convenient apps that synced to your desktop version. The only problem is, there's no more security code required when we top up for Shopee pay. Hope Shopee will look into this issue.","fast  convenient  apps  synced  desktop  version.  problem  is,  there's  security  code  required  top  pay.  hope  look  issue.",4,0
Smooth App.,smooth  app.,4,0
Great and wow,great  wow,5,0
Unable to make payment,unable  make  payment,1,1
"It's convenient for me to use because now a days I cannot go out buy things, and what I want. And so many things to choose. And easy to compare the things you want to buy to other shop owners and there's a game it's very fun because you earn coins even it's little money but it's worth.","convenient  use  days  cannot  go  buy  things,  want.  many  things  choose.  easy  compare  things  want  buy  shop  owners  there's  game  fun  earn  coins  even  little  money  worth.",5,0
"Love this app!! Only started using it on 11.11 & am a fan of it ^^ very user friendly, colourful format. Cheap shipping and price! However, product variety could be improved :)!","love  app!!  started  using  11.11  &  fan  ^^  user  friendly,  colourful  format.  cheap  shipping  price!  however,  product  variety  could  improved  :)!",5,0
"App is full of bugs, can't even use the contact support email or call function in the app. I have issue with the seller and cannot reach out to Shopee support for help. Wasting a lot of my time.","full  bugs,  can't  even  use  contact  support  email  call  function  app.  issue  cannot  reach  support  help.  wasting  lot  time.",1,1
Reliable & Fasy delivery in good condition,reliable  &  fasy  delivery  good  condition,5,0
"Unable to open deals near me, cannot view my voucher to redeem my purchase, had uninstall and install a few time. Purchased Voucher expiring. What happen? Yesterday still ok. I am Android user. HELP! Update: Manage to open Deals near me and my purchased vouchers to redeem. After 5 times of uninstall, reinstall app and reboot handphone.","unable  open  deals  near  me,  cannot  view  voucher  redeem  purchase,  uninstall  install  time.  purchased  voucher  expiring.  happen?  yesterday  still  ok.  android  user.  help!  update:  manage  open  deals  near  purchased  vouchers  redeem.  5  times  uninstall,  reinstall  reboot  handphone.",4,0
Best app !!,best  !!,5,0
Nice,nice,5,0
Encounter a few time by shoppee app systm error and its annoying because when you are searching for somethings the app just keeps show system error and its been like 2 days and the problem still.hasnt been fixed. Pls look into this matter.,encounter  time  systm  error  annoying  searching  somethings  keeps  show  system  error  like  2  days  problem  still.hasnt  fixed.  pls  look  matter.,2,1
HI SHOPEE I LOVE YOU,hi  love,5,0
"Very great app, i love the filter functions :) However, I would rate it one star more if shopee allowed us to set how many coins we want to redeem, rather than redeeming all of our coins. Hope this can be implemented in the future :)","great  app,  love  filter  functions  :)  however,  would  rate  one  star  allowed  us  set  many  coins  want  redeem,  rather  redeeming  coins.  hope  implemented  future  :)",4,0
